Group	PFAM_PROPHANE	PFAM_MANTIS	KO_MANTIS	KO_MANTIS_CONSENSUS	GP_DB2Metagenome_F08	GP_DB2Metagenome_F06	GP_DB2Metagenome_F07	GP_DB2Metagenome_F01	MPA_DB2Metagenome_F08	MPA_DB2Metagenome_F06	MPA_DB2Metagenome_F07	MPA_DB2Metagenome_F01	MQ_DB2Metagenome_F08	MQ_DB2Metagenome_F06	MQ_DB2Metagenome_F07	MQ_DB2Metagenome_F01	PD_DB2Metagenome_F08	PD_DB2Metagenome_F06	PD_DB2Metagenome_F07	PD_DB2Metagenome_F01
k99_117494_8	-;		K17866;K00002;K04072;K00380;K11173;K13954;K01125;K01027;	K04072	16.0	30.0	54.0	66.0	3.0	15.0	21.0	16.0	4.0	12.0	44.0	24.0	8.0	24.0	46.0	58.0
k99_132319_1_k99_235732_2_k99_88270_2	-;PF03610;PF03610;	PF03609;PF03613;PF03610;PF03830;PF03609;PF03613;PF03610;PF03830;PF03609;PF03613;PF03610;PF03830;	K19507;K02794;K02793;K17465;K11195;K02769;K02813;K02745;K10984;K19507;K02794;K02793;K17465;K11195;K02769;K02813;K02745;K10984;K19507;K02794;K02793;K17465;K11195;K02769;K02813;K02745;K10984;	K02794	0.0	6.0	8.0	6.0	0.0	1.0	0.0	2.0	0.0	0.0	10.0	2.0	0.0	4.0	2.0	6.0
k99_183593_39	PF10111;	PF00534;	K16149;K16148;K15521;K16697;K07011;K19422;K19423;K12989;K13677;K01176;K00693;K16153;K00703;K20444;K08256;K20430;K03208;K16150;K00754;K00696;	K19422K19423	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_4480_17_k99_69263_10	-;-;		K06023;	K06023	0.0	4.0	4.0	10.0	0.0	2.0	0.0	4.0	0.0	2.0	4.0	4.0	0.0	4.0	4.0	8.0
k99_183593_38	unclassified;		K20444;		0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0
k99_14517_1_k99_205638_1_k99_205643_1_k99_28952_4	-;-;-;-;		K01485;K11312;K01485;K11312;K01485;K11312;		0.0	2.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0
k99_123989_4	PF00890;		K00101;K00244;K15146;K18561;K14402;	K00244	0.0	0.0	0.0	12.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	8.0
k99_103518_3_k99_5430_10	-;-;		K15032;K12605;K01358;K02887;K15032;K12605;K01358;K02887;	K01358K01358	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0
k99_112923_13_k99_152942_58_k99_185922_1_k99_187543_5_k99_229418_1_k99_26489_5_k99_34737_1_k99_39932_5_k99_467_2_k99_74829_25	-;-;-;-;-;-;PF00013;-;-;-;	PF03726;PF03726;PF03726;PF03726;PF03726;PF03726;PF03726;PF03726;PF03726;PF03726;	K07571;K02945;K03527;K00962;K07571;K02945;K03527;K00962;K07571;K02945;K03527;K00962;K07571;K02945;K03527;K00962;K07571;K02945;K03527;K00962;K07571;K02945;K03527;K00962;K07571;K02945;K03527;K00962;K07571;K02945;K03527;K00962;K07571;K02945;K03527;K00962;K07571;K02945;K03527;K00962;	K00962K00962K00962K00962K00962K00962K00962K00962K00962K00962	58.0	0.0	0.0	12.0	8.0	0.0	0.0	1.0	16.0	0.0	0.0	0.0	36.0	0.0	0.0	10.0
k99_138219_5_k99_93593_7	-;-;		K10470;	K10470	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
k99_13971_1	PF03144;	PF03144;	K02890;K04040;K00236;K02358;	K02358	76.0	62.0	148.0	274.0	22.0	32.0	63.0	102.0	18.0	32.0	112.0	104.0	42.0	56.0	116.0	240.0
k99_141675_15	-;		K18909;	K18909	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_23476_12_k99_234932_17_k99_55194_3	-;-;-;		K07540;K00656;K20038;K18427;K07540;K00656;K20038;K18427;K07540;K00656;K20038;K18427;	K00656K00656K00656	0.0	16.0	42.0	28.0	0.0	7.0	16.0	7.0	0.0	12.0	40.0	16.0	0.0	14.0	34.0	16.0
k99_18894_2	PF03143;	PF03144;	K02890;K04040;K00236;K02358;	K02358	76.0	58.0	94.0	38.0	22.0	9.0	17.0	4.0	14.0	16.0	48.0	10.0	42.0	44.0	70.0	30.0
k99_19777_1_k99_43112_6_k99_46215_11	-;-;-;		K00384;K20299;K00344;K00384;K20299;K00344;K00384;K20299;K00344;	K00384K00384K00384	0.0	2.0	2.0	12.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	10.0
k99_220366_1	-;		K15633;	K15633	30.0	0.0	0.0	14.0	5.0	0.0	0.0	3.0	10.0	0.0	0.0	6.0	14.0	0.0	0.0	12.0
M0R0K9_Q13263	-;PF00628;				0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0
k99_141675_11	PF01546;	PF01546;	K01270;	K01270	0.0	2.0	2.0	22.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	12.0	0.0	2.0	2.0	18.0
k99_52088_2	PF00185;		K09065;K00926;K13043;K13252;K00821;K00611;	K00611	0.0	4.0	14.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	16.0	34.0	32.0
k99_254372_23	-;	PF00012;			16.0	10.0	30.0	10.0	1.0	3.0	12.0	7.0	2.0	2.0	24.0	2.0	14.0	12.0	34.0	28.0
k99_107969_1_k99_135402_1_k99_17202_18_k99_22776_1_k99_22788_1_k99_243580_1_k99_28730_1	-;-;-;-;-;-;-;	PF00381;PF00381;PF00381;PF00381;	K02784;K03488;K11189;K08485;K11183;K02806;K08483;K11184;K05881;K02768;K11201;K02784;K03488;K11189;K08485;K11183;K02806;K08483;K11184;K05881;K02768;K11201;K02784;K03488;K11189;K08485;K11183;K02806;K08483;K11184;K05881;K02768;K11201;K02784;K03488;K11189;K08485;K11183;K02806;K08483;K11184;K05881;K02768;K11201;	K02784K02784K02784	4.0	2.0	8.0	12.0	0.0	0.0	1.0	0.0	2.0	2.0	6.0	4.0	0.0	0.0	2.0	0.0
k99_113661_26_k99_151404_2_k99_96920_2_k99_96946_3	-;PF02811;-;-;		K04477;K04477;K04477;K04477;	K04477K04477K04477K04477	0.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
k99_100020_2	unclassified;		K10192;	K10192	28.0	12.0	10.0	32.0	5.0	3.0	1.0	9.0	6.0	4.0	16.0	16.0	14.0	10.0	8.0	22.0
k99_65050_2	PF07991;	PF01450;	K00053;	K00053	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_197222_3	-;	PF00699;	K14048;K01429;	K01429	0.0	8.0	30.0	10.0	0.0	3.0	15.0	4.0	0.0	6.0	42.0	2.0	0.0	6.0	30.0	10.0
k99_205704_2	PF01268;	PF01268;	K00288;K01938;	K01938	6.0	56.0	90.0	32.0	1.0	18.0	27.0	11.0	2.0	22.0	78.0	2.0	6.0	44.0	86.0	32.0
H0Y3X5	PF02872;				4.0	4.0	2.0	0.0	1.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	4.0	2.0	0.0
k99_117494_1	PF03721;		K10680;K00244;K00354;K09461;K00317;K22347;K00219;K21833;K10797;	K10797	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0
k99_171026_11_k99_222395_1_k99_22390_10_k99_26282_3_k99_68705_7_k99_96224_1	-;-;-;PF00717;-;-;		K01356;K01356;K01356;K01356;K01356;K01356;	K01356K01356K01356K01356K01356K01356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
k99_116785_3	PF13620;		K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;	K21573	0.0	10.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	8.0	0.0	0.0
P55072	-;				0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_118174_11_k99_120624_43_k99_144034_5_k99_146844_5_k99_150309_1_k99_163872_4_k99_17415_4_k99_211220_8_k99_213306_4_k99_222895_2_k99_22409_26_k99_247991_1_k99_249756_10_k99_27862_12_k99_40205_23_k99_54093_19_k99_67637_53_k99_71902_1_k99_80807_6_k99_97340_3_k99_97694_26	-;-;-;PF01751;-;PF01751;PF01751;-;-;-;-;PF01751;-;PF01751;-;-;-;-;PF01751;-;-;	PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;PF00204;PF00986;	K02470;K02470;K02470;K02470;K02470;K02470;K02622;K02470;K02470;K02470;K02470;K02470;K02470;K02470;K02470;K02470;K02470;K02470;K02470;K02470;K02470;K02470;	K02470K02470K02470K02470K02470K02470K02470K02470K02470K02470K02470K02470K02470K02470K02470K02470K02470K02470K02470K02470K02470	2.0	10.0	16.0	2.0	0.0	3.0	6.0	0.0	0.0	2.0	16.0	0.0	0.0	14.0	10.0	4.0
k99_229567_4	PF07532;	PF13385;	K18206;	K18206	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_236745_1	PF02912;		K01889;	K01889	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_120541_10	-;		K01006;K01007;	K01006	30.0	108.0	158.0	76.0	4.0	41.0	69.0	27.0	4.0	34.0	102.0	24.0	18.0	114.0	168.0	102.0
k99_254372_10	PF03610;	PF03609;PF03613;PF03610;PF03830;	K19507;K02794;K02793;K17465;K11195;K02769;K02813;K02745;K10984;	K02794	2.0	4.0	12.0	10.0	0.0	1.0	6.0	0.0	0.0	4.0	12.0	2.0	0.0	4.0	10.0	12.0
k99_111971_1_k99_134525_41_k99_254021_1	PF06964;-;-;	PF06964;	K01209;K01209;K01209;	K01209K01209K01209	0.0	2.0	4.0	24.0	0.0	1.0	0.0	7.0	0.0	2.0	8.0	2.0	0.0	4.0	0.0	26.0
k99_125444_75_k99_3830_16	-;-;		K02956;K02956;	K02956K02956	0.0	4.0	22.0	2.0	0.0	2.0	6.0	0.0	0.0	4.0	28.0	0.0	2.0	4.0	20.0	2.0
A6XGL3_E7EQ64_P07477_TRY1_BOVIN	PF00089;PF00089;PF00089;-;				318.0	282.0	586.0	606.0	65.0	84.0	138.0	131.0	8.0	48.0	184.0	96.0	164.0	206.0	418.0	310.0
k99_154721_80_k99_26143_2	-;PF13534;	PF10531;PF01512;PF03116;	K02890;	K02890	2.0	30.0	84.0	8.0	0.0	11.0	30.0	4.0	0.0	16.0	78.0	6.0	2.0	22.0	86.0	8.0
k99_206666_1	-;	PF14492;PF03764;	K02355;K18220;	K02355	12.0	22.0	50.0	36.0	2.0	8.0	18.0	17.0	2.0	14.0	30.0	8.0	6.0	26.0	46.0	48.0
k99_46621_13_k99_46621_8	PF13609;PF13609;		K03285;K03285;	K03285K03285	44.0	102.0	126.0	22.0	5.0	38.0	47.0	6.0	6.0	42.0	130.0	8.0	14.0	80.0	106.0	18.0
k99_190081_75	-;	PF06964;	K01209;	K01209	0.0	10.0	16.0	6.0	0.0	2.0	2.0	1.0	0.0	6.0	20.0	0.0	0.0	10.0	12.0	6.0
k99_81170_2	PF00437;	PF00437;PF00877;PF02534;			0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_101418_14_k99_14881_33_k99_53493_25_k99_57756_1	PF03176;-;-;-;		K18138;K18138;K18138;K18138;	K18138K18138K18138K18138	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_152362_2_k99_157472_2_k99_231674_29_k99_234334_33_k99_239751_40_k99_35267_42	-;-;PF02774;PF02774;PF02774;-;		K00145;K05829;K12659;K00145;K05829;K12659;K00145;K05829;K12659;K00145;K05829;K12659;K00145;K05829;K00145;K05829;	K00145K00145K00145K00145K00145K00145	6.0	6.0	2.0	30.0	1.0	2.0	0.0	13.0	0.0	0.0	0.0	18.0	4.0	6.0	0.0	26.0
k99_7800_2_k99_91352_5	-;PF14353;	DUF983;			0.0	2.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	4.0	0.0
k99_196976_37_k99_197069_4_k99_237291_4_k99_249571_13	PF08340;PF08340;-;PF08340;	PF03755;PF03755;PF03755;PF03755;	K03316;K03316;K03316;K03316;		0.0	2.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_105722_4_k99_113688_2_k99_22330_8_k99_48373_35	-;-;-;-;	PF00456;PF00456;PF00456;PF00456;	K00615;K00615;K00615;K00615;	K00615K00615K00615K00615	0.0	0.0	6.0	10.0	0.0	0.0	3.0	4.0	0.0	0.0	6.0	6.0	0.0	0.0	4.0	4.0
C9JM59_F5GWT0_F5GXL4_F5H0H6_P0DJD7_P0DJD8_P0DJD9_PEPA_BOVIN	-;-;PF07966;-;PF00026;PF00026;-;-;				4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0
k99_258043_4	-;	PF00889;	K02357;	K02357	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
k99_171445_61_k99_179311_1	-;PF13685;		K17866;K00002;K04072;K00380;K11173;K13954;K01125;K01027;K11440;K04072;K11173;K17067;K13921;K13954;K19954;K19714;K00001;K00100;K00043;K00086;K18120;K01714;K04022;K08325;K00217;K00048;	K04072K04072	24.0	206.0	358.0	68.0	5.0	79.0	128.0	26.0	8.0	92.0	282.0	38.0	12.0	178.0	314.0	50.0
k99_101127_1_k99_103400_5_k99_118985_11_k99_174007_2_k99_242449_1_k99_30736_1	PF01808;PF01808;PF01808;-;PF01808;-;	PF01808;PF01808;PF01808;PF01808;PF01808;PF01808;	K00602;K06943;K00602;K06943;K00602;K06943;K00602;K06943;K00602;K06943;K00602;K06943;	K00602K00602K00602K00602K00602K00602	0.0	4.0	14.0	14.0	0.0	1.0	6.0	3.0	0.0	2.0	16.0	4.0	2.0	4.0	8.0	14.0
k99_194548_2_k99_197201_1_k99_222469_12_k99_230174_3_k99_250999_22_k99_71591_10	-;-;-;-;-;PF00471;	PF00471;PF00471;PF00471;PF00471;PF00471;	K02913;K02913;K02913;K02913;K02913;K02913;	K02913K02913K02913K02913K02913K02913	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k99_141675_38	PF13855;		K01179;K05989;K01186;K12373;K01206;	K01186	18.0	2.0	8.0	12.0	3.0	1.0	4.0	6.0	4.0	2.0	10.0	8.0	8.0	2.0	8.0	10.0
k99_151210_2_k99_157541_2	-;-;	PF11396;PF11396;			0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	6.0
k99_100026_2_k99_133698_16_k99_155397_4_k99_172580_5	PF02525;PF02525;-;PF02525;				0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
k99_141675_32	-;	PF06180;	K02190;K02006;	K02190	0.0	10.0	20.0	156.0	0.0	6.0	5.0	60.0	0.0	8.0	24.0	64.0	0.0	12.0	10.0	130.0
k99_212321_3	unclassified;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
CTRA_BOVIN	-;				0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_141675_33	-;	PF09820;			0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_147123_1_k99_177044_1_k99_205926_1_k99_229505_1_k99_62280_1_k99_86291_2_k99_86326_2	unclassified;unclassified;PF00395;unclassified;PF00395;unclassified;unclassified;		K01278;K14054;K01181;K01308;K07752;K05996;K06987;K01278;K14054;K01181;K01308;K07752;K05996;K06987;K01278;K14054;K01181;K01308;K07752;K05996;K06987;		58.0	26.0	58.0	28.0	5.0	6.0	9.0	7.0	8.0	10.0	40.0	16.0	28.0	12.0	50.0	16.0
k99_233857_3	PF00682;		K01640;	K01640	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
k99_137139_1_k99_52808_1	-;PF00012;	PF00012;	K14066;K03283;K04043;K03040;K00236;K03798;		66.0	98.0	244.0	70.0	17.0	35.0	70.0	28.0	12.0	38.0	176.0	28.0	36.0	84.0	196.0	94.0
k99_169686_2	PF02836;		K01195;K01190;K17592;K01755;	K01190	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_70659_2	PF02812;	PF00208;	K00263;K00261;K00262;K00270;K00260;K00271;K15371;	K00262	24.0	96.0	150.0	76.0	3.0	39.0	63.0	28.0	2.0	38.0	158.0	20.0	14.0	86.0	134.0	60.0
k99_123766_15_k99_199721_2	PF01081;-;	PF01081;PF01081;	K01625;K00874;K01631;K01625;K00874;K01631;	K01625K01625	4.0	2.0	16.0	18.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	8.0	0.0	0.0	6.0	18.0
k99_225657_190	-;		K04043;	K04043	80.0	104.0	302.0	70.0	17.0	31.0	78.0	22.0	16.0	48.0	218.0	22.0	42.0	90.0	246.0	80.0
k99_195233_13	PF00294;	PF08543;	K03147;K21219;K14153;K00868;K00788;K00941;	K00941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_225657_192	-;	PF01081;	K01625;K00874;K01631;	K01625	18.0	0.0	4.0	10.0	3.0	0.0	1.0	4.0	8.0	0.0	6.0	4.0	6.0	0.0	2.0	18.0
k99_233857_2	-;	PF01261;			8.0	0.0	4.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	4.0	0.0	2.0	0.0	2.0	0.0
k99_233857_1	-;	PF08501;	K03785;K00891;K00014;K13832;	K00014	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0
k99_195233_10	PF06723;	PF00012;			26.0	92.0	178.0	58.0	4.0	30.0	62.0	20.0	4.0	38.0	182.0	14.0	20.0	80.0	164.0	78.0
k99_190081_63	-;	PF14622;	K03685;K07053;	K03685	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k99_59703_2	PF13306;	PF13306;			0.0	0.0	0.0	28.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	28.0
k99_65339_1	PF02901;	PF02901;	K00656;	K00656	0.0	0.0	2.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	6.0
k99_171941_2	-;	PF13292;	K01662;	K01662	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_173458_41_k99_20027_1	-;-;	PF00120;PF12437;PF00120;	K01915;K01915;	K01915K01915	14.0	90.0	202.0	138.0	2.0	35.0	77.0	46.0	0.0	60.0	180.0	54.0	12.0	92.0	214.0	162.0
k99_187379_2	PF00181;	PF00181;	K02886;	K02886	12.0	34.0	68.0	0.0	2.0	13.0	23.0	0.0	2.0	10.0	46.0	0.0	8.0	28.0	66.0	0.0
k99_88348_4	PF12706;		K12264;K03809;K22405;	K22405	2.0	4.0	20.0	42.0	0.0	2.0	7.0	13.0	0.0	4.0	22.0	10.0	0.0	6.0	20.0	42.0
k99_88348_6	PF01841;		K22452;	K22452	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
k99_102021_2_k99_136999_1_k99_142864_1_k99_23476_16_k99_66087_1	-;-;-;-;unclassified;		K00002;K21616;K05351;K00060;K17818;K00008;K13953;K18369;K19635;K00004;K00002;K21616;K05351;K00060;K17818;K00008;K13953;K18369;K19635;K00004;K13953;	K00008K00008K13953	0.0	66.0	86.0	76.0	0.0	28.0	28.0	33.0	0.0	28.0	78.0	32.0	0.0	72.0	70.0	72.0
k99_122013_1	-;		K00656;	K00656	16.0	28.0	42.0	18.0	0.0	2.0	6.0	1.0	2.0	10.0	32.0	2.0	6.0	20.0	40.0	14.0
k99_165583_1	-;		K18482;K00826;K21346;K00036;	K00826	14.0	52.0	86.0	164.0	2.0	21.0	30.0	57.0	4.0	30.0	78.0	56.0	12.0	54.0	86.0	124.0
C9J5P6_C9JFA7_C9JM46_C9K0P5_P29475_Q8N335_k99_107904_2_k99_119992_7_k99_139574_94_k99_146516_1_k99_159093_1_k99_185864_2_k99_208095_2_k99_210919_111_k99_210919_7_k99_213714_1_k99_233336_1_k99_246459_1_k99_67940_6	-;-;unclassified;-;PF06580;PF01594;PF14310;PF13613;-;PF08282;-;-;-;-;unclassified;PF17820;PF05127;-;-;	PF01807;PF06580;PF06580;UPF0735;	K07505;K06919;K17680;K02316;K11525;K08082;K02484;K02660;K11617;K07718;K02482;K07654;K01768;K03406;K07653;K07315;K05874;K17292;K02478;K11904;K01923;K11744;K03548;K20469;K05349;K01179;K17641;K00997;K01207;K01218;K20844;K01286;K01531;K01992;K12955;K01539;K16905;K01537;K01535;K12953;K12952;K11525;K08082;K02484;K02660;K11617;K07718;K02482;K07654;K01768;K03406;K07653;K07315;K05874;K17292;K02478;K06209;K01754;K00003;K12583;K15531;K20306;K01728;K11751;K05349;K07407;K01066;K01187;K00077;K01186;K18197;K01183;K10804;K18650;K00612;K07004;K01126;K01181;K15923;K01179;K19172;K01051;K01073;K06882;K05970;K20276;K01218;K07114;K01732;K01730;K00983;K01137;K03654;K02242;K00764;K02316;K03502;	K17680K02316K08082K03548K05349K01286K12952K08082K06209K02242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0
k99_116861_1_k99_133500_3_k99_172533_170_k99_173666_1_k99_176156_15_k99_204639_1_k99_230153_21_k99_35991_81_k99_44512_4_k99_45513_1_k99_64105_5_k99_9514_1	PF00703;PF09134;-;PF18565;PF09134;-;PF02837;PF13364;PF02836;-;unclassified;-;	PF13306;	K01195;K01190;K17592;K01755;K01195;K01190;K17592;K01755;K01195;K01190;K17592;K01755;K01195;K01190;K17592;K01755;K01195;K01192;K01190;K01195;K01190;K17592;K01755;K01195;K01190;K17592;K01755;K01195;K01190;K17592;K01755;K01195;K01190;K17592;K01755;K01195;K01190;K17592;K01755;K01195;K01190;K17592;K01755;	K01190K01190K01190K01190K01190K01190K01190K01190K01190K01190K01190	58.0	0.0	0.0	160.0	11.0	0.0	0.0	57.0	18.0	0.0	0.0	64.0	28.0	0.0	0.0	126.0
k99_67625_2	PF06646;		K02044;K02660;K13040;	K02044	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k99_105747_1_k99_107145_1_k99_82704_1_k99_95934_1	-;-;-;-;		K03070;K03070;K18286;K03070;K07039;K09858;K18286;K03070;K07039;K09858;	K03070K03070K03070K03070	14.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	2.0
k99_190081_56	PF00266;		K12591;K00831;	K00831	10.0	16.0	18.0	26.0	2.0	3.0	7.0	13.0	0.0	6.0	14.0	10.0	4.0	22.0	26.0	36.0
k99_122729_14_k99_133118_2_k99_150970_5_k99_245974_156_k99_33900_48	PF00291;-;-;-;PF13291;		K01754;K01754;K01754;K01754;K01754;	K01754K01754K01754K01754K01754	0.0	4.0	2.0	8.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	4.0	0.0	4.0	2.0	8.0
k99_23577_1	PF02773;	PF02773;	K00789;	K00789	8.0	8.0	6.0	16.0	2.0	3.0	3.0	5.0	2.0	4.0	8.0	4.0	4.0	8.0	6.0	16.0
k99_175341_1	PF08264;	PF13603;	K01869;	K01869	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0
k99_164240_14_k99_164911_1_k99_213746_8_k99_32846_1_k99_53067_1	PF00006;-;-;-;-;	PF00006;PF00006;PF00306;PF00006;PF00306;PF02874;PF00006;PF00006;PF00306;PF02874;	K01343;K02111;K08303;K01343;K02111;K08303;K01343;K02111;K08303;K01343;K02111;K08303;K01343;K02111;K08303;	K02111K02111K02111K02111K02111	10.0	20.0	46.0	46.0	1.0	8.0	22.0	19.0	2.0	8.0	40.0	16.0	16.0	26.0	76.0	48.0
k99_20195_5	PF00288;		K00849;K18674;K00965;	K00849	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_183575_1_k99_188896_5_k99_215954_22_k99_246888_8_k99_259735_2_k99_52381_7_k99_52997_63	PF02978;-;-;-;-;-;-;	PF00448;PF02978;PF02881;PF00448;PF02978;PF02881;	K03106;K03106;K03106;K03106;K03106;	K03106K03106K03106K03106K03106	0.0	2.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0
E9PL09_E9PSF4_H0YEU2	-;-;-;				0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_109774_12	PF05577;	PF05576;			0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k99_145154_2	-;		K00616;		10.0	54.0	94.0	34.0	1.0	23.0	38.0	15.0	2.0	16.0	72.0	16.0	4.0	40.0	76.0	24.0
k99_146593_57	-;		K09022;	K09022	0.0	2.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
k99_194353_1	PF02567;	PF05544;	K12658;K01777;	K01777	0.0	2.0	8.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0
k99_88562_1	-;		K03566;K01923;K01945;K13713;K01756;K01587;	K01923	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0
