ProteinSubgroup	MQ_DB2Metagenome_GUT_10	GP_DB2Metagenome_GUT_08	MQ_DB2Metagenome_GUT_08	GP_DB2Metagenome_GUT_10	GP_DB2Metagenome_GUT_09	MQ_DB2Metagenome_GUT_06	MPA_DB2Metagenome_GUT_09	GP_DB2Metagenome_GUT_06	MPA_DB2Metagenome_GUT_08	PD_DB2Metagenome_GUT_08	PD_DB2Metagenome_GUT_06	PD_DB2Metagenome_GUT_09	PD_DB2Metagenome_GUT_10	MQ_DB2Metagenome_GUT_09	MPA_DB2Metagenome_GUT_06	MPA_DB2Metagenome_GUT_10
a2c6bf98-f8f3-48d5-b435-d4ce310a3124	0	4	2	2	0	0	0	0	1	2	0	0	0	0	0	0
f54ab516-31d9-45cf-8cb6-a65e11df77de	0	2	0	16	6	0	1	6	0	0	2	2	2	4	1	2
a1fb324b-9437-4d8b-b0c8-2f22199f3d5a	0	2	2	2	4	0	2	0	1	2	0	0	2	2	0	1
9fcbaf79-e265-4615-ad30-b703d6383cb6	0	0	0	4	2	0	1	0	0	0	0	2	2	0	0	2
6e37045c-1a7f-42a6-b9bd-118e335e15ae	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
bec8b2e4-4750-4554-b6bc-d2a5052ff519	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
054add1c-3f7f-495c-9265-abbc3adfbe29	16	0	0	28	0	0	0	4	0	0	2	0	18	0	2	11
39a74eba-bcfd-470f-9bb0-07f0349a5314	0	0	0	0	0	0	0	8	0	0	4	0	0	0	1	0
409b0969-3367-4e9c-8670-55061aaf60f3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2b79cceb-c7d6-4d46-944d-ec7f76cc1fa2	4	0	0	6	0	0	0	0	0	0	0	0	6	0	0	3
13d26f68-470e-421d-9c60-13c4b59573f1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
c40285be-a3e1-42c1-bf8c-0bee91b4b260	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
7eafb3ad-f852-4117-a351-e77a34500cd5	0	2	2	0	6	0	0	0	0	2	0	6	0	4	0	0
b772f68f-1fef-4af1-93a5-6817d99d84cc	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
0f051951-d209-4d8d-ad0b-05bc42c908d4	10	4	4	10	6	0	1	0	0	4	2	6	10	0	0	5
e8b67a4c-1b1d-4c26-95b4-f0421e624eaf	2	0	0	8	0	0	0	0	0	0	0	0	6	0	0	2
1dc81d0c-d0fb-4da9-b917-83a0316962ab	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
59ec4753-1db0-43a7-8073-6b3fadc1b00a	2	0	0	6	0	0	0	0	0	0	0	0	6	0	0	1
f552ce05-117d-4651-9a0c-737c2d00af05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
6f849998-eb1f-4701-9064-06081fbd0347	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
d84e7581-552b-4915-bac1-ec77b3d6642c	4	0	0	6	0	0	0	0	0	0	0	0	6	0	0	2
c50066cd-4ada-4409-a372-3042393e7562	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1
7c39d43f-e173-4ed2-8f05-149d22d13afd	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
996ae5af-4a31-45f1-90c0-4ea17bfa35be	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
7ca44121-d315-464b-8ad4-61a9f86819e0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
d5431ae6-8def-4aed-9462-fd67a35ffd1b	4	2	2	6	6	0	1	0	2	4	0	8	8	0	0	2
5fb56f0a-973e-4e51-a8c6-03f6188a4287	4	0	0	4	2	0	0	0	0	0	0	0	4	0	0	2
f73e5dcb-fae1-4935-b355-0fd1724f25e3	8	12	8	30	36	0	4	0	4	6	2	24	30	38	0	13
b44a1234-9875-4e17-afcd-3d7155cd2bfb	2	20	8	10	68	0	6	0	3	14	2	50	8	50	0	2
6a4688da-2a8f-40ac-a257-3ad76f04db97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2e909ebc-184d-466b-8fcf-14da4cda8366	2	0	0	16	0	0	0	0	0	0	0	0	16	0	0	3
e8452750-a4a7-4a73-9904-51e1de30b3db	2	0	0	20	0	0	0	0	0	0	0	0	16	0	0	3
0de13d51-41ca-43eb-8fc9-5d3e7ed2d830	22	10	6	46	24	4	7	8	3	8	4	22	38	20	2	15
4e77f78d-9b19-4967-a3cd-06acb5a2f816	20	8	4	42	24	4	7	8	3	6	4	22	36	20	2	15
33f5fa2c-3ca7-4e3b-8880-fcdc544ca0f3	4	0	0	12	0	2	0	14	0	0	8	0	12	0	3	5
fd7d8c1d-738d-483f-8542-cae51b32453f	4	0	0	8	0	2	0	10	0	0	6	0	10	0	2	3
a712711d-9ea0-47d9-bc2e-27effaa382f6	2	0	0	4	0	0	0	2	0	0	0	0	4	0	0	1
64eeef66-913a-4a65-9168-fd26086f0b3a	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
a634773d-42d7-43a5-9b04-1d0480bd00db	6	0	0	32	0	0	0	0	0	0	0	0	26	0	0	6
5abfcbdf-24f3-44df-b2d6-452fd5c4d107	2	0	0	6	0	0	0	0	0	0	0	0	6	0	0	2
7a02b6cb-2426-470d-b78d-5328b580c1c0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0
142c65c2-2450-4e8c-8a4b-1771f4f7f2e1	0	0	0	0	0	2	0	4	0	0	2	0	2	0	1	0
b7128829-6df3-413e-84ef-cbdfa0d71335	0	2	2	2	0	0	0	0	1	0	0	0	2	0	0	0
4193fc28-ded2-4ca0-9320-5ef65c8cedfa	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0
d0f70ee4-a84b-4777-b330-7427fbdcc9a3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
e946e5d5-dc79-45ca-80cc-3aaf801ccb15	2	0	0	4	0	6	0	20	0	0	10	0	4	0	4	3
26416583-569a-4e9e-ad01-1e2dab5ca858	0	0	0	0	0	6	0	22	0	0	12	0	0	0	4	1
1068e9db-a546-4ed2-b595-b6d06613d60b	0	0	0	6	0	4	0	12	0	0	6	0	4	0	2	3
602e985f-1c5c-4f07-bcf2-b7a430d02960	0	0	0	8	0	2	0	8	0	0	4	0	6	0	2	3
533b6b7e-dec7-4ac3-b0da-2f3d4cec70fe	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
b5d4b818-1b64-4fd6-b4f6-9686f016c402	0	0	0	10	0	0	0	0	0	0	0	0	12	0	0	6
86cfc34b-fe32-4460-8e64-689eb1592d0a	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
09ebd3c8-f4c1-4ae7-9041-30b7a5fd67ed	0	2	0	4	2	0	0	0	1	2	0	2	4	0	0	0
b3c62291-fbf7-4854-af6d-6de614bc5e5c	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
11c3829e-108d-4ffe-a832-eace6842308b	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0
a695c91b-68fc-45d4-8c7c-a04c3897eb8d	2	0	0	4	0	0	0	12	0	0	6	0	4	0	0	2
48fb14b4-8b8e-4487-87e9-6a0530111715	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
03d5b97a-3fe1-4316-bbed-d54d94f84811	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
5362eea7-6081-48df-a981-defffd5b9ef5	4	0	0	8	0	0	0	0	0	0	0	0	8	0	0	2
1440cf8b-d060-411a-82f7-1e5506fdd00c	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
caa3dca3-55b6-466c-83e5-ac9b5e7034e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
8bdc75dc-dd7f-4484-b3db-be541649102f	4	0	0	20	0	0	0	0	0	0	0	0	10	0	0	1
5dedd8f3-8e0c-41a5-8e09-740388838455	0	0	0	8	0	0	0	0	0	0	0	0	8	0	0	0
13d9c979-46a9-4a2a-b336-dc3c1ec37fb2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
d26b7456-5baf-43c3-a1d7-89289125dd34	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
fa5393aa-e9ab-4730-91e0-41ed074215eb	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0
737c4e84-5130-4d8e-8df4-147220f02201	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3d4b48ec-e75b-40c9-b5d0-d2ad4458be84	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0
dbeec6d1-5acc-4909-a33a-9e571021733d	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	1
69a440d1-768a-4adf-a6e2-6d293b43a60f	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
7337e85c-d3f3-43f2-99e8-931b9fbca31b	0	2	2	0	0	0	0	0	0	2	0	0	8	0	0	1
22a32c2c-2a40-4095-a058-3c930e3b7786	2	2	2	4	2	0	1	0	1	0	0	2	4	2	0	2
37dddbac-843b-47d2-9fec-67847a2a8b30	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
e3fcb5fc-c80d-40ab-8437-5773316d6c3c	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
6fd6c035-e267-4ed3-b164-2d5a532c9059	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0
7d9b198c-c475-4cda-b40d-1c2dd2f24add	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
6ac6f9b4-0c88-4432-aaf2-82dc8354f846	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0
4fc077f7-8981-44ff-9822-3fd884390510	8	26	12	12	20	2	7	8	12	20	6	18	12	12	2	6
0e6dafa4-bf23-4eb3-8316-a68f39cfff41	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
28060d8d-9298-4739-8649-11f22e98bd22	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
a3f7287c-bb0a-4f2a-bfce-e574afdfc6c8	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	1
095013d3-f2b5-4720-8f8c-bd6379b7694a	4	0	0	4	0	0	0	2	0	0	0	0	2	0	0	0
b6d74820-a318-423b-9aa8-58ce928e3f2f	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
9cb9da86-c4c5-496e-9635-a1e231b11b8d	0	0	0	0	0	4	0	20	0	0	12	0	0	0	4	0
d1eeaf25-d6d5-42b2-99bb-7adf419b0221	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	1
fa990758-3814-4f02-9764-4405b3ec8431	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
96781cae-db9b-4e1e-ab62-516ef97e64da	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	1
5c52ce33-8fc5-4a52-a65e-dbdd8ca61dbb	0	0	0	6	2	0	0	0	0	0	0	2	6	0	0	0
85c22edb-3427-4e7a-adaf-213a729999c4	0	2	0	8	0	0	0	0	1	2	0	0	8	0	0	0
1f0f612f-5b27-480e-bd12-857de69dc3c5	4	2	0	8	0	0	0	0	0	0	0	0	6	0	0	1
deaef0f3-3899-4b6a-bf03-5a650a5b0a33	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
c50ab359-c6a2-4c60-a378-afba7705e017	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	1
898e814c-2b3c-4b74-9d7a-35ca05e92faf	0	0	0	8	0	0	0	0	0	0	0	0	10	0	0	4
71011fb6-85a9-42fa-adb1-b67f9c5f5c79	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
001f52a1-66d2-4c7b-9394-97c13c0618a0	8	0	0	22	0	0	0	2	0	0	2	0	14	0	1	3
3284cc43-d2d2-4cdf-9892-e0068adff64c	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2fd16ca7-947b-4e37-abc7-5651b966514c	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
f97d729d-1b6e-47b4-90c8-cde82a798593	0	0	0	6	0	0	0	4	0	0	0	0	2	0	0	1
4fe94840-0146-44b8-8a23-24cad490dbe4	4	0	0	20	0	0	0	4	0	0	0	0	6	0	0	7
d50bb7f3-96a1-49c0-9157-35b560839e19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
5d90f76c-69c4-4a83-a633-4c3e340a205c	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
193b4f86-91c6-491b-9b9b-b95b6cc83f45	0	0	0	4	0	0	0	8	0	0	4	0	2	0	0	0
0f37132d-e612-48ea-8799-e877f2d4f7b6	4	8	4	8	0	0	0	0	4	2	0	0	6	0	0	3
fa021c7e-f2dd-4b40-9eae-0146682e123b	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
8d7be0b4-aead-4988-8b4a-c343f18cc0ce	0	0	0	0	2	2	0	2	0	0	2	0	0	0	1	0
73350a67-80c4-4c82-8c37-85ada3b87e0c	0	0	0	0	0	0	0	0	1	2	0	8	0	0	0	0
537508aa-db9d-49a8-89df-e072d27c8dea	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
c01cdb62-3fbf-4d8d-b741-fb1d3d16de3f	4	0	0	6	0	0	0	0	0	0	0	0	6	0	0	3
779535e8-0a6c-4f47-a57d-9cc11bb8fede	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
3c671a7d-0d87-4fda-b4bc-ccb499da6c07	0	2	0	2	4	0	1	0	0	0	0	2	2	0	0	0
60a99869-9dd0-4b4c-b4ce-94a5eede128c	0	0	0	8	2	0	1	0	0	0	0	4	8	4	0	2
99cf0601-4aa4-4e92-bd51-b92b0981c329	6	0	0	8	0	0	0	0	0	0	2	0	6	0	0	1
3bda6ff5-0ef3-40f0-9414-f5e41fab8191	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1
3dc7aff0-949b-493d-8798-d690b0f4c62f	6	0	0	14	0	0	0	2	0	2	2	0	10	0	0	3
b124c14a-5d17-4ce9-b4d2-fa444d003355	2	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0
6c7a6e31-86d2-4ed0-9bc1-f082077b1ed9	2	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0
954446e5-3673-418d-bb97-346ecdb2bd20	2	0	0	16	0	0	0	28	0	0	14	0	16	0	4	8
0bcf1f7a-612f-4b5f-859d-d0f8b3d45356	2	0	0	16	0	0	0	22	0	0	10	0	16	0	5	8
d60116b0-261d-4696-9f82-8a9ffddf5a6a	2	0	0	16	0	0	0	12	0	0	6	0	16	0	1	8
a1516c44-de9c-44c1-9166-44dfaf09711a	2	0	0	12	0	0	0	4	0	0	2	0	10	0	0	3
b4dd64d5-83a4-4aab-8849-6913e91b8d04	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
3cd927c3-e51f-4d70-9f5a-34e556ab5f99	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
be7935b5-3743-47b7-a196-ca0a0d4e6685	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
7673bcb1-6558-4cf1-be5a-04bfd89c0f6f	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1d3feac9-6506-4e14-bda4-ec4638c8756f	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
bb61f32a-58c1-4863-8d65-e5a0c6ff1a1b	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
2d1e1044-e1c3-4821-a3b4-01f6254656b5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
5c545fdd-a9da-4aa5-be83-af77babf05cc	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
1e2b366c-3dbc-46fe-b1c3-e30654c82389	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
f1588b31-a53e-4aff-ae5a-fee0a61b5e72	4	6	4	16	4	2	1	2	3	8	0	4	10	2	1	3
7f08fdac-cbf2-4ccc-8ba1-ccb94e212374	4	4	4	10	2	2	1	2	2	2	0	0	8	2	1	2
c134019f-8276-4292-8578-95250397fcb7	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
2377dfe2-bd21-4365-b645-4896c52ad7f3	6	0	0	4	0	0	0	0	0	0	0	0	4	0	0	2
78534898-ac72-4909-9cbf-c9b240a0f922	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
8c6a4197-9c7c-48d5-97cb-190b33925e09	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
b43aed95-5347-4702-bfef-7befa495e341	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
46be38a7-c580-463c-995c-db09280f2a32	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
fba4ddf5-45d4-4564-82a5-0fc81dcba7b1	2	2	0	12	2	2	0	4	0	0	2	0	12	0	0	5
d6a3a514-e722-44ba-862b-dba550178373	4	0	0	10	0	0	0	0	0	0	0	0	6	0	0	3
686bf0e4-ca89-44f8-9511-e7d37eedb02d	2	6	0	2	6	0	4	2	2	4	2	6	2	6	0	1
1124b647-7f45-432a-a246-1798ec1b7802	0	6	0	8	6	0	3	0	2	4	0	6	4	6	0	0
8e7e8719-4240-4744-8783-864df08a8974	4	0	0	8	0	0	0	0	0	0	0	0	4	0	0	2
f7fe2697-6980-4823-be9b-d6bfac808918	4	0	0	4	0	0	0	0	0	0	0	0	2	0	0	2
45620c32-7e75-476f-aa0b-6f9e39e646bc	2	0	0	6	0	0	0	0	0	0	0	0	6	0	0	3
dacd4fbf-01fc-472b-bd89-42788f40790b	8	0	0	14	0	0	0	0	0	0	2	0	12	0	0	7
cd42dcb9-9c6c-4317-9db7-f8d9a9ac1a0a	0	0	0	8	0	0	0	0	0	0	0	0	6	0	0	2
e18bece9-4bfd-4d37-a9b7-d57d7110e0de	6	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0
7f827229-e982-4e08-97de-675b3b6eb043	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
56b0d2c3-db4c-435b-aa11-ae0c686ee8f2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
eeec197e-723e-4f7e-9a14-f2d7b9673e34	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0
3906af9d-5bdd-42f6-bb0b-cfb8cdedd792	2	4	2	6	0	0	0	12	2	2	4	0	4	0	1	3
0c036568-814b-4372-917b-a40f48beb059	0	0	0	4	0	0	0	0	0	0	0	0	12	0	0	0
c9b11db0-7b0e-4498-bf7b-d1333ed527b5	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1
e3f1580c-fffa-4bbe-a35d-5a9be1920459	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6
44d1f4f5-9af0-480c-87be-d3d37f202ca9	0	4	2	0	0	0	0	0	1	6	0	0	0	0	0	0
cb9bdb83-61bb-4fcb-8831-55bf56db9398	0	4	4	0	20	0	5	0	2	4	0	14	0	10	0	0
b678108d-d2c5-4886-89e6-da88960e8fed	8	10	6	6	20	0	6	0	2	8	0	10	8	8	0	3
454bb7c7-1cea-4133-9080-0d8f3d96d45b	2	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0
c1be5f3a-62f0-44cb-804a-1e568d6f7312	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0
7677ed14-20c9-48e9-b144-29d61baff02d	22	2	2	34	0	4	0	54	1	2	30	0	26	0	4	19
fe47c6fe-43fc-4f35-acb4-792025c4736a	14	26	14	24	18	8	6	10	12	18	6	16	22	24	1	11
cf4a1f18-92cc-43b9-bf75-c740a140ab13	2	8	6	6	8	4	4	2	4	6	2	8	6	8	0	3
a17e4912-2200-40f6-8393-48f314b030dd	0	0	0	0	2	0	0	8	1	0	4	0	0	0	1	0
6f2c153f-06c1-4be4-9de4-a7176cf4823a	4	0	0	8	0	0	0	0	0	0	0	0	8	0	0	3
d72f524c-80ba-4334-a76e-ecd20d70fef1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
19413a78-2f40-4c1a-af24-7c2b27bb5034	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
165ddda4-5652-438b-bd19-e5e4ceec9985	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0
45e8360a-11c1-4cd8-90c9-cd8f10129ade	0	12	2	2	22	0	6	4	5	10	2	18	4	32	0	1
447916c7-ceba-4a9f-a3d6-eb26bdde7d7f	6	0	0	16	6	2	1	8	0	0	4	4	16	6	2	6
71120d28-4b11-4212-a05a-beb894f7a00b	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
33cd750d-624c-4ad1-af6d-217080228c1f	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0
9ac3f5bc-2319-4b1e-a3a7-fcbb186561a8	4	2	0	10	0	0	0	0	1	2	0	0	4	0	0	1
af02a198-d345-43ac-838c-3a9769a0a9bc	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
88fb4249-6658-4063-9bd5-9fe3d9781ea6	0	2	2	0	0	0	0	0	1	2	0	0	0	0	0	0
819a0d72-c0fb-4f03-a1fd-3fef51a20f9f	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
42c75927-36e3-45f3-964f-21cd84527967	0	0	0	12	0	0	0	0	0	0	0	0	12	0	0	0
a2d93d04-00a0-4e93-bc57-9be23507dbc5	0	4	2	4	4	0	3	0	2	4	0	4	2	4	0	1
845f0b24-58e6-4c83-99dd-e024a601fa9e	0	0	0	4	0	0	0	4	0	0	2	0	4	0	1	0
c3adc4bb-7bf4-47aa-afc3-cbff911dda70	0	0	0	0	0	0	0	4	0	0	2	0	2	0	1	0
aa0e6788-6edd-4ea3-b481-06d692f725ae	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0
bd37fab4-7c62-495d-b161-cadebc83b655	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1
62cc4195-0d55-4887-8be7-a1e421c3fe97	2	0	0	14	4	0	2	4	0	0	2	2	16	8	1	6
44fe6ab5-1421-4b48-a6d3-555cf7bc6b62	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
64f5cbb6-8c65-41c4-97ed-bddafabd85c5	12	20	12	20	4	0	2	0	7	16	0	2	16	0	0	7
7c6fc093-6330-4fd6-8328-3b86afa06ae2	0	0	0	4	0	2	0	4	0	0	2	0	2	0	1	3
d14ecc32-cd72-41c8-8480-d6d13c359166	2	0	0	6	0	0	0	0	0	0	0	0	6	0	0	3
c23ba557-db53-4530-abd5-aeda7c1d6333	2	6	4	4	8	0	4	0	2	4	0	2	4	14	0	2
75b5aac9-83e9-4eaa-9991-cca4c4146b42	0	4	4	2	10	0	3	0	2	2	0	2	0	14	0	0
86239d73-3e4c-4b6a-b56d-bb4858a55b7c	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
f47ae69f-5846-4fc8-a96f-8fcb137df778	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
f9d2aabd-b2e7-46eb-b531-17b2d95576b9	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	2
584c589d-089d-481c-98d7-ad7a1fbdf3ce	38	0	0	82	0	4	0	30	0	0	16	0	56	0	5	25
4d8f5625-f83f-4976-aea4-623d138bae2a	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
7154519b-9a19-4e6c-bd8d-8d43f9496af3	0	2	0	0	0	0	0	0	0	16	0	12	0	0	0	0
2377725f-663d-4761-a5cf-18ed5d278d93	76	126	40	266	164	16	66	164	48	142	88	170	212	122	40	70
16677b92-4adb-4d9f-b69c-911fa1e81893	74	124	46	174	192	28	80	136	54	102	70	168	156	180	24	76
d54bc6d9-3026-4a85-9057-fe65d144e479	2	0	0	4	0	0	0	0	0	0	0	0	2	0	0	1
ff5f4065-3866-41e1-9dc6-9320aadc150d	0	2	0	0	4	0	1	0	0	0	0	2	0	2	0	0
e957c977-5fe4-464f-be24-984faa97cf21	0	6	4	2	18	0	10	0	3	6	0	18	0	16	0	0
a02d2976-bd06-415b-b8e4-208bb8c1b5b7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
9301c49c-df5b-4404-b2df-fdab979282e2	0	4	0	0	6	0	1	0	0	4	2	6	0	2	0	0
512eb9f5-9e5d-4b7f-84e5-abf6144367da	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
469bd905-5e22-48d5-b309-25d0f8cc2860	16	8	4	28	30	0	7	0	2	4	0	24	18	26	0	6
6b7c4d45-b68b-4f42-8759-a15fc6c4ad9a	12	4	2	18	22	0	4	0	0	2	0	20	10	20	0	4
4e8767b7-bb6a-4cac-96fd-ccbbb2abf765	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
d2e48f84-1e42-4a6c-8e2f-a81a7c9f9e1f	4	0	0	12	2	0	1	0	0	0	0	0	6	0	0	4
e21b0117-1cc7-497e-840d-6b760391a6aa	4	4	2	12	18	0	5	0	2	4	0	14	4	16	0	1
27a10f41-af74-4e18-8dbe-a9df56254edd	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
7a1648e3-2a59-44be-baa3-1e225335af7c	0	6	2	0	0	0	0	0	1	2	0	0	0	0	0	0
5c0853a5-ea6b-4619-a8d3-3af868cab3d4	0	2	2	2	0	0	0	0	1	2	0	0	2	0	0	0
9c97b180-afb2-4fe2-9896-14da4748abaf	2	0	0	4	0	2	0	0	0	0	0	0	0	2	0	1
7552160b-01f8-4ad8-b458-a77679d262f5	16	48	30	36	108	10	34	86	18	40	46	84	22	98	17	10
668a9839-4db7-473e-9573-e70edb1722d9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
996e8c27-5fbc-4466-a5f3-ef440f939de9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
45959b5f-0fae-4dd3-8901-89c437898369	12	20	8	40	38	6	12	26	8	20	10	34	26	28	4	9
faefe9e1-7536-42b9-a7ca-f44a4f46b553	2	6	2	6	12	2	6	4	3	6	2	12	6	8	1	2
b719f752-61e5-438b-9925-a447a899d854	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
d7537c6b-312d-4388-b4d3-958416019637	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e07ed702-71bb-45b9-a435-18baa75928a3	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	1
ff2fb0f9-5bc5-4539-a07d-49af7164052d	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
35acf4c5-4cf2-4cac-90eb-1f3a016f8c3f	0	2	2	0	12	0	4	0	1	2	0	6	0	12	0	0
34750fed-e114-4868-83eb-7296a4109f88	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f8bcccca-74e5-4c60-b5d9-53bf1ef0d8bd	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
d632bda5-8b95-4e98-aceb-3d01b0668cfd	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
fc856aa9-56da-427c-b50a-a775a3edd8ff	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
3e45a6d2-5389-47af-8708-232c89607c41	0	0	0	10	0	0	0	22	0	0	10	0	4	0	4	3
e63930bc-baa0-4851-b147-cd4d1119dd29	0	0	0	4	0	0	0	10	0	0	4	0	4	0	1	0
8ea97b8f-1bd6-4a61-a8d7-4fa2dd7608b3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
c221e7d8-22e3-400f-95d8-6e05e74b1145	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0
49cf5eb7-2451-43bd-b0b9-91699769f1f3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa20a330-662d-4ae8-95dc-c9522f3dcf34	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
