Group	PFAM_PROPHANE	PFAM_MANTIS	KO_MANTIS	KO_MANTIS_CONSENSUS	GP_DB1UniProt_S03	GP_DB1UniProt_S05	GP_DB1UniProt_S07	GP_DB1UniProt_S11	GP_DB1UniProt_S08	GP_DB1UniProt_S14	MPA_DB1UniProt_S03	MPA_DB1UniProt_S05	MPA_DB1UniProt_S07	MPA_DB1UniProt_S11	MPA_DB1UniProt_S08	MPA_DB1UniProt_S14	MQ_DB1UniProt_S03	MQ_DB1UniProt_S05	MQ_DB1UniProt_S07	MQ_DB1UniProt_S11	MQ_DB1UniProt_S08	MQ_DB1UniProt_S14	PD_DB1UniProt_S03	PD_DB1UniProt_S05	PD_DB1UniProt_S07	PD_DB1UniProt_S11	PD_DB1UniProt_S08	PD_DB1UniProt_S14
A0A1C7IAN1	PF12732;				2.0	2.0	0.0	5.0	2.0	0.0	2.0	1.0	0.0	2.0	2.0	0.0	4.0	3.0	0.0	3.0	2.0	0.0	2.0	1.0	0.0	4.0	2.0	0.0
B0MDL8	-;	PF00889;	K02357;	K02357	13.0	29.0	3.0	36.0	31.0	32.0	11.0	14.0	2.0	16.0	18.0	14.0	22.0	37.0	10.0	48.0	26.0	27.0	13.0	26.0	2.0	27.0	29.0	14.0
B0MDL9	-;	PF00318;	K02967;	K02967	30.0	32.0	10.0	32.0	19.0	8.0	26.0	26.0	9.0	29.0	20.0	2.0	20.0	24.0	22.0	45.0	20.0	6.0	29.0	34.0	11.0	31.0	25.0	4.0
C4ILA5	PF02653;	PF02653;	K06020;K01998;K11955;K01997;K11961;K11960;K01995;	K01998	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7IDP5_B0MH39	-;-;	PF00468;	K02914;K02914;	K02914K02914	0.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	1.0	4.0	1.0	0.0
Q89ZW7	-;				41.0	49.0	13.0	37.0	16.0	18.0	33.0	38.0	10.0	29.0	18.0	12.0	23.0	34.0	24.0	34.0	14.0	20.0	37.0	47.0	12.0	30.0	15.0	12.0
Q89ZW8	-;	PF00885;	K00794;	K00794	5.0	4.0	5.0	14.0	5.0	7.0	4.0	3.0	5.0	13.0	4.0	0.0	6.0	5.0	10.0	11.0	4.0	0.0	5.0	2.0	4.0	14.0	3.0	1.0
A0A1C7IAM6	-;	PF00990;	K21084;	K21084	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
B0MDK0	PF01590;		K21024;	K21024	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q89ZW9	PF01408;		K20429;K13873;K16044;K13016;K18106;K13018;K09949;K00035;K00010;K03340;K02030;K20444;K00118;K00214;K19181;K16015;K13020;K00968;K18431;K18652;K13327;K00067;K10219;K18067;K22230;K16043;K03810;	K16044	0.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
B0MDK5	-;				0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
Q89ZW0	-;				2.0	6.0	1.0	4.0	0.0	0.0	2.0	6.0	1.0	4.0	0.0	0.0	4.0	6.0	2.0	2.0	2.0	1.0	2.0	6.0	1.0	4.0	0.0	0.0
P75942	-;				1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q89ZW1	-;		K01493;K01489;	K01493	2.0	4.0	0.0	5.0	1.0	7.0	2.0	3.0	0.0	4.0	0.0	2.0	2.0	3.0	0.0	5.0	0.0	7.0	3.0	4.0	1.0	4.0	1.0	2.0
Q89ZW2	PF00595;	PF03572;			17.0	30.0	10.0	35.0	27.0	12.0	10.0	28.0	7.0	22.0	15.0	5.0	12.0	28.0	18.0	40.0	28.0	14.0	14.0	26.0	12.0	33.0	32.0	6.0
Q89ZW3	-;	PF01812;	K01934;	K01934	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0AEL3	-;	PF07670;PF07664;PF02421;			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
P37665	-;				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q88X53	-;	PF03485;PF05746;	K02890;K01537;K01887;	K01887	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q89ZW4	PF02811;		K07053;K04486;K04477;K02347;	K04486	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
P37666	-;		K00090;	K00090	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q89ZW5	-;		K02343;		0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0
Q89ZW6	-;		K12287;K19171;K03629;K03529;K07459;	K03629	3.0	5.0	3.0	4.0	6.0	8.0	3.0	4.0	4.0	4.0	2.0	0.0	5.0	4.0	6.0	5.0	6.0	6.0	3.0	5.0	3.0	5.0	27.0	2.0
B0N6M0	unclassified;				1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N6M1	PF03703;	PF03703;			1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
B0N6M2	-;	PF00270;	K05592;K11927;K03581;	K05592	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	0.0
B0N6M3	-;	PF01326;	K01006;K01007;	K01006	458.0	584.0	11.0	352.0	132.0	65.0	397.0	504.0	11.0	331.0	103.0	33.0	269.0	334.0	22.0	259.0	86.0	52.0	417.0	527.0	11.0	298.0	129.0	33.0
B0MDK7	-;	PF12682;	K03840;K03809;K03839;K06205;	K03839	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
B0MDK8	PF02525;				0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4ILB7	PF00474;	PF00474;	K11928;	K11928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MDK9	PF11799;		K14161;K03502;K02346;	K03502	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q89ZV6	-;	PF00958;	K04257;K01951;	K01951	40.0	58.0	8.0	47.0	27.0	83.0	35.0	46.0	4.0	43.0	18.0	48.0	34.0	57.0	18.0	75.0	24.0	55.0	35.0	51.0	7.0	47.0	29.0	42.0
Q89ZV7	-;	PF01741;	K03282;	K03282	11.0	13.0	5.0	6.0	17.0	11.0	7.0	9.0	3.0	4.0	6.0	6.0	7.0	10.0	10.0	4.0	12.0	11.0	11.0	10.0	5.0	4.0	15.0	7.0
A0A1C7IAP9	-;		K00010;K14273;K18855;K19181;		0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
A0A1C7IB19	unclassified;				4.0	7.0	0.0	3.0	6.0	2.0	4.0	7.0	0.0	3.0	0.0	1.0	5.0	7.0	0.0	2.0	2.0	3.0	4.0	6.0	0.0	3.0	6.0	1.0
Q89ZV8	-;	PF02800;PF00044;	K01893;K08063;K00134;K10705;K02183;K01869;K05298;K03942;	K00134	1050.0	1297.0	125.0	884.0	293.0	712.0	902.0	1092.0	107.0	797.0	206.0	285.0	364.0	525.0	154.0	449.0	132.0	148.0	872.0	1060.0	106.0	722.0	246.0	272.0
Q89ZV9	PF01432;	PF01432;			4.0	10.0	7.0	15.0	15.0	36.0	4.0	9.0	5.0	13.0	14.0	12.0	8.0	14.0	12.0	13.0	18.0	29.0	4.0	8.0	7.0	10.0	16.0	15.0
A0A1C7IB17	-;	PF06874;	K04041;	K04041	3.0	5.0	0.0	2.0	3.0	0.0	2.0	4.0	0.0	1.0	1.0	0.0	3.0	5.0	0.0	3.0	4.0	0.0	2.0	4.0	0.0	2.0	4.0	0.0
A0A1C7IB18	-;				2.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	2.0	1.0	3.0	0.0	4.0	5.0	2.0	0.0	0.0	0.0	3.0	5.0	2.0	2.0	7.0	0.0
B0MDJ2	unclassified;		K16923;	K16923	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7IB15	-;				0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A0A1C7IB16	-;	DUF4364;PF14277;			0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
P0AEI4	-;		K18707;K14441;K06168;	K14441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0AEI1	-;		K18707;K14441;K06168;	K06168	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Q89ZV0	-;				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0
Q89ZV1	PF00754;	PF13004;			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
P37653	-;		K00694;	K00694	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
Q89ZV3	PF14322;		K21572;K00857;	K21572	2.0	3.0	1.0	5.0	1.0	7.0	2.0	1.0	0.0	2.0	0.0	1.0	2.0	2.0	2.0	9.0	2.0	3.0	4.0	3.0	1.0	5.0	1.0	2.0
P37655	-;	PF06564;			1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q89ZV4	PF07715;		K02014;K15721;K21573;K16087;K01814;K16152;K07114;K01686;	K21573	6.0	8.0	1.0	15.0	6.0	0.0	3.0	6.0	1.0	14.0	3.0	2.0	6.0	9.0	4.0	17.0	8.0	3.0	10.0	13.0	1.0	27.0	10.0	2.0
P37661	-;		K12975;	K12975	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
B0N6L0	-;		K01191;K16869;K03217;K15524;	K15524	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	21.0	6.0	0.0
B0N6L2	unclassified;		K19114;	K19114	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
B0N6L3	PF05107;		K19115;K19118;	K19115	6.0	5.0	0.0	3.0	2.0	0.0	4.0	3.0	0.0	3.0	2.0	0.0	5.0	6.0	0.0	2.0	2.0	0.0	5.0	2.0	0.0	3.0	2.0	0.0
B0N6L4	unclassified;		K19116;	K19116	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N6L5	PF04851;		K07012;K07475;	K07012	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MDJ5	-;		K01696;K01817;K06001;	K01696	4.0	4.0	0.0	3.0	4.0	0.0	2.0	2.0	0.0	2.0	3.0	0.0	3.0	2.0	0.0	5.0	4.0	0.0	4.0	5.0	0.0	1.0	4.0	0.0
C4IJH5_P08400	PF08704;-;	PF00512;PF11808;	K03500;K03625;K11711;K14986;K03320;K02030;K11959;K01769;K03407;K01768;K03406;K05962;K12132;K13243;K17763;K02491;K11525;K13924;K11527;K07814;K21084;K07716;K02660;K02482;K07675;K07315;K07636;K07679;	K03500K07636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0
A0A1C7IB12	-;	PF00535;	K12992;K19354;	K19354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MDJ9	PF08447;	PF08447;	K11231;K14489;K11233;K11711;K15859;K14986;K03320;K14509;K02030;K11959;K01769;K03407;K01768;K03406;K05962;K12132;K13243;K16455;K17763;K02491;K11525;K13924;K11527;K07814;K21084;K19690;K07716;K19691;K02660;K19692;K02482;K13293;K07675;K07315;K07679;K20974;	K11527K20974	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F9UMA7	PF03123;		K02531;K03488;K09685;K03483;K03493;K00009;K03480;K03491;K18531;K02538;K02821;	K03488	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0
P25665	-;	PF08267;PF01717;	K00549;	K00549	1.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	5.0	0.0	0.0	0.0	2.0	4.0	1.0	0.0	0.0	0.0	2.0	7.0	1.0
Q88X36	-;	PF01316;PF02863;	K03402;	K03402	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q89ZU9	PF13004;	PF18630;PF13402;			1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N6J4	-;		K10771;K01142;K02836;K10772;K01930;K01741;	K01142	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
P75966	-;	PF00849;	K06181;	K06181	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4IC20_C4IE45	PF14310;PF06325;		K05349;K01179;K17641;K00997;K01207;K01218;K20844;K03215;	K05349K03215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
P37647	-;		K19517;K11441;K00847;K10710;K01193;K18478;K16328;K19978;K00892;K00571;K03332;K00856;K21621;K00846;K22026;K00852;K00874;K01755;K03338;	K00874	3.0	4.0	1.0	3.0	1.0	20.0	3.0	4.0	0.0	1.0	1.0	3.0	4.0	0.0	0.0	3.0	2.0	6.0	4.0	3.0	3.0	5.0	1.0	4.0
B0N6J6	-;		K07047;	K07047	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
P37648	-;	PF00675;	K07263;K07623;K00960;K11753;	K07263	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N6J7	-;	PF13380;			1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
Q89ZU0	PF16433;	PF16433;DUF5030;			0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P37645	-;	PF05170;			0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q88WR3	-;		K01889;	K01889	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P37650	-;		K20543;	K20543	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
P37652	PF03170;		K20541;	K20541	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0N6K2	PF01134;		K10680;K00244;K00354;K09461;K00317;K22347;K00219;K21833;K10797;	K10797	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
B0N6K3	PF00270;	PF13091;			0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
B0N6K4	PF14815;		K08320;	K08320	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A0A1C7IB00	-;	PF04055;	K07139;	K07139	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0MDI7	PF00294;		K23147;	K23147	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P07822	-;	PF01032;PF01497;PF00005;	K23227;	K23227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
P0AF01	-;	PF01547;PF00528;PF03459;PF00005;			0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8AA27	PF00557;		K01265;K00523;	K01265	0.0	1.0	2.0	2.0	1.0	5.0	0.0	1.0	2.0	2.0	1.0	1.0	0.0	2.0	2.0	2.0	4.0	4.0	0.0	1.0	2.0	2.0	3.0	1.0
Q8AA28	PF02646;		K03466;K09760;	K09760	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
Q8AA29	PF05569;		K03641;K02172;K02547;K03646;K03832;	K02172	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
A0A1C7IAR9	-;		K00525;	K00525	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
B0ME17	-;		K01866;	K01866	2.0	2.0	1.0	1.0	3.0	5.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	3.0	0.0	3.0	4.0	8.0	0.0	1.0	0.0	1.0	1.0	2.0
Q8AA23	-;	PF00849;	K06180;K06969;K06175;K06177;K06179;	K06180	1.0	3.0	0.0	3.0	2.0	0.0	1.0	2.0	0.0	2.0	2.0	0.0	3.0	3.0	0.0	3.0	4.0	0.0	1.0	2.0	1.0	7.0	5.0	0.0
B0MDP8	-;	PF01165;	K02970;	K02970	6.0	8.0	4.0	22.0	9.0	0.0	1.0	4.0	1.0	10.0	8.0	1.0	2.0	4.0	6.0	21.0	14.0	1.0	5.0	8.0	4.0	20.0	10.0	1.0
B0ME18	PF01546;	PF01546;	K01270;	K01270	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8AA24	-;				3.0	4.0	0.0	2.0	1.0	2.0	3.0	4.0	0.0	2.0	0.0	1.0	3.0	6.0	0.0	5.0	2.0	0.0	3.0	4.0	0.0	2.0	1.0	1.0
B0ME19	-;	UPF0210;	K09157;	K09157	3.0	2.0	0.0	5.0	8.0	2.0	2.0	2.0	0.0	3.0	6.0	0.0	2.0	1.0	0.0	4.0	6.0	1.0	3.0	1.0	0.0	4.0	9.0	2.0
Q8AA25	PF13311;		K04034;	K04034	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8AA20	-;	PF13505;			28.0	49.0	13.0	64.0	25.0	33.0	24.0	41.0	10.0	62.0	22.0	15.0	16.0	34.0	24.0	42.0	16.0	19.0	27.0	49.0	13.0	57.0	24.0	18.0
Q8AA21	PF00391;	PF01326;	K01006;K01007;	K01006	212.0	224.0	43.0	340.0	123.0	146.0	186.0	176.0	35.0	303.0	60.0	64.0	120.0	158.0	92.0	261.0	98.0	87.0	201.0	188.0	39.0	304.0	118.0	71.0
P0AF08	-;		K03593;K03609;K12316;	K03593	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0
Q8AA22	PF01938;		K15984;K03212;K15331;K07003;K00557;K00569;K03428;K03215;	K03215	5.0	8.0	1.0	7.0	2.0	5.0	5.0	11.0	1.0	5.0	1.0	3.0	8.0	13.0	2.0	12.0	6.0	5.0	5.0	6.0	1.0	6.0	2.0	4.0
P75915	-;		K03533;K16950;K08352;		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
B0ME10	PF06723;		K04043;	K04043	14.0	20.0	8.0	13.0	5.0	6.0	12.0	13.0	5.0	11.0	1.0	2.0	5.0	4.0	8.0	14.0	6.0	4.0	10.0	13.0	6.0	10.0	7.0	2.0
C4ILF0	-;				0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0AF06	-;	PF01618;PF00691;			0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P0AF03	-;		K21572;K09121;K03638;K01724;K03637;K03635;K03831;	K03831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
C4ILE4	PF13620;	PF01473;	K01190;K21449;K01224;	K01224	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Q8A016	-;		K00677;	K00677	7.0	16.0	8.0	16.0	12.0	26.0	8.0	13.0	7.0	17.0	10.0	8.0	12.0	17.0	10.0	19.0	8.0	25.0	6.0	11.0	8.0	13.0	12.0	9.0
B0N735	-;		K04487;	K04487	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	6.0	0.0
Q8A015	-;	PF03331;	K15314;K01716;K02372;K16363;	K16363	43.0	48.0	13.0	61.0	19.0	30.0	29.0	31.0	11.0	51.0	6.0	14.0	33.0	33.0	22.0	51.0	20.0	25.0	35.0	43.0	11.0	53.0	20.0	12.0
B0N736	-;		K03151;K00566;	K03151	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
